tri_facility_id,Facility,City/State,Total releases (lbs),Fugitive air (lbs),Stack air (lbs),Water (lbs),Primary Activity
39208BSCSTFOURT,Nucor Steel Jackson Inc,"Flowood, Mississippi",298,0,64,0,Iron and Steel Mills
39475RDMRR304OL,R D Morrow Sr Generating Plant,"Purvis, Mississippi",293,0,184,0,Fossil Fuel Electric Power Generation
39502MSSSSINTER,Mississippi Power Co - Plant Watson,"Gulfport, Mississippi",187,0,116,0,Fossil Fuel Electric Power Generation
39520CLGNC13121,Calgon Carbon Corp Pearl River Plant,"Bay Saint Louis, Mississippi",3,0,3,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
39552MSSSSHWY63,Mississippi Power Co - Plant Daniel,"Escatawpa, Mississippi",253,0,242,0,Fossil Fuel Electric Power Generation
39567CHVRNPOBOX,Chevron Products Co Pascagoula Refinery,"Pascagoula, Mississippi",19,0,15,2,Petroleum Refineries
39571DPNTD7685K,Dupont Delisle Plant,"Pass Christian, Mississippi",54,0,4,1,Inorganic Dye and Pigment Manufacturing
39654GRGPCSANDI,Georgia-Pacific Monticello Ll C,"Monticello, Mississippi",15,0,3,11,Paperboard Mills
39701SVRCR1INDU,Severstal Columbus,"Columbus, Mississippi",91,0,85,6,Iron and Steel Mills
39735TRCTBRTE1B,Choctaw Generation Lp,"Ackerman, Mississippi",654,0,410,0,Fossil Fuel Electric Power Generation
40006LSVLL487CO,Louisville Gas & Electric Co - Trimble County Station,"Bedford, Kentucky",455,0,54,0,Fossil Fuel Electric Power Generation
40216LSVLL5252C,Louisville Gas & Electric Co - Cane Run Station,"Louisville, Kentucky",196,0,127,1,Fossil Fuel Electric Power Generation
40216MRCNS4500C,American Synthetic Rubber Co,"Louisville, Kentucky",1,0,1,0,Synthetic Rubber Manufacturing
40272KSMSC15301,Cemex Kosmos Cement Co,"Louisville, Kentucky",38,0,38,0,Cement Manufacturing
40272LSVLL14660,Louisville Gas & Electric Co - Mill Creek Station,"Louisville, Kentucky",746,0,308,17,Fossil Fuel Electric Power Generation
40310KNTCKCURDS,Kentucky Utilities Co - E W Brown Station,"Harrodsburg, Kentucky",241,0,146,0,Fossil Fuel Electric Power Generation
40361MLLNCHIGHW,Avantor Performance Materials,"Paris, Kentucky",3,0,3,0,All Other Basic Organic Chemical Manufacturing
40383GTPRD900TY,Osram Sylvania,"Versailles, Kentucky",221,39,117,0,Electric Lamp Bulb and Part Manufacturing
40391DLPWR1925F,Dale Power Station,"Winchester, Kentucky",220,0,6,0,Fossil Fuel Electric Power Generation
4097WCVLFL13168,Covol Fuels No3 Llc - Crockett Plant,"Pineville, Kentucky",67,0,0,0,Bituminous Coal and Lignite Surface Mining
41006DRVLMRTE1B,Carmeuse Lime & Stone Black River Facility,"Butler, Kentucky",26,0,19,0,Lime Manufacturing
41008DWCRNUSHIG,Dow Corning Corp,"Carrollton, Kentucky",14,0,0,0,All Other Basic Organic Chemical Manufacturing
41045KNTCKUS42P,Kentucky Utilities Co Ghent Station,"Ghent, Kentucky",634,0,332,50,Fossil Fuel Electric Power Generation
41045NRTHMUS42E,North American Stainless,"Ghent, Kentucky",612,0,278,0,Rolled Steel Shape Manufacturing
41056DRVLMROUTE,Carmeuse Lime & Stone Maysville Facility,"Maysville, Kentucky",16,0,16,0,Lime Manufacturing
41056NLNDC1241M,Temple-Inland,"Maysville, Kentucky",3,0,0,0,Paperboard Mills
41056SPRLCRTE8,Spurlock Power Station,"Maysville, Kentucky",1151,0,110,1,Fossil Fuel Electric Power Generation
4108WLFRGN5145M,Lafarge North America,"Silver Grove, Kentucky",46,0,46,0,Gypsum Product Manufacturing
41091CGGSTRT338,East Bend Generating Station,"Rabbit Hash, Kentucky",159,0,57,0,Fossil Fuel Electric Power Generation
41105RMCST4000E,Ak Steel Corp Ashland Works - Coke Plant,"Ashland, Kentucky",22,21,1,0,All Other Petroleum and Coal Products Manufacturing
41114CTLTTPOBOX,Catlettsburg Refining Llc,"Catlettsburg, Kentucky",14,0,7,0,Petroleum Refineries
41129CLGNCUSROU,Calgon Carbon Corp,"Catlettsburg, Kentucky",8,0,8,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
41230BGSNDUS236,American Electric Power Big Sandy Plant,"Louisa, Kentucky",588,0,341,0,Fossil Fuel Electric Power Generation
42086STVSH7900M,Us Tva Shawnee Fossil Plant,"West Paducah, Kentucky",317,0,190,2,Fossil Fuel Electric Power Generation
42087WSTVCHIGHW,Wickliffe Paper Co,"Wickliffe, Kentucky",8,0,0,3,Paper (except Newsprint) Mills
42303LMRSM4301U,Owensboro Municipal Utilities Elmer Smith Station,"Owensboro, Kentucky",68,0,37,3,Fossil Fuel Electric Power Generation
42330KNTCKUS431,Kentucky Utilities Co Green River Station,"Central City, Kentucky",63,0,60,3,Fossil Fuel Electric Power Generation
42337STVPR13246,Us Tva Paradise Fossil Plant,"Drakesboro, Kentucky",510,0,140,0,Fossil Fuel Electric Power Generation
42348CLMN04982R,Big Rivers Electric Corp Coleman Station,"Hawesville, Kentucky",215,0,72,0,Fossil Fuel Electric Power Generation
4234WCVLFL661HW,Covol Fuels No2 Llc Rock Crusher Plant,"Greenville, Kentucky",199,0,0,0,Bituminous Coal and Lignite Surface Mining
42350WLSNSHWY85,Big Rivers Electric Corp Wilson Station,"Centertown, Kentucky",222,0,55,8,Fossil Fuel Electric Power Generation
42452RDGRN9000H,Big Rivers Electric Corp Reid/Green/Hmp&L Station Ii,"Robards, Kentucky",409,0,131,0,Fossil Fuel Electric Power Generation
42519CPRPW1247S,Cooper Power Station,"Burnside, Kentucky",173,0,120,0,Fossil Fuel Electric Power Generation
43055WNSCRCASEA,Owens Corning Insulating Systems Llc Newark Oh Facility,"Newark, Ohio",13,0,13,0,Mineral Wool Manufacturing
43113GLGHT559WO,Ge Circleville Lamp Plant,"Circleville, Ohio",28,5,5,1,Electric Lamp Bulb and Part Manufacturing
43137MRCNL9301U,American Electric Power Picway Plant,"Lockbourne, Ohio",15,0,12,0,Fossil Fuel Electric Power Generation
43302MRNST912CH,Nucor Steel Marion Inc,"Marion, Ohio",335,32,202,0,Iron and Steel Mills
43430GRYMN21880,Graymont Dolime (Oh) Inc,"Genoa, Ohio",2,0,2,0,Lime Manufacturing
43435MLLRS3964C,Carmeuse Lime Inc Millersville Operation,"Millersville, Ohio",7,0,3,0,Lime Manufacturing
4343WNTDST121LA,Us Gypsum Co,"Gypsum, Ohio",28,26,0,0,Gypsum Product Manufacturing
43464WSTMN3956S,Vickery Environmental Inc,"Vickery, Ohio",24,0,0,0,Hazardous Waste Treatment and Disposal
43469MRTNM755LI,Martin Marietta Magnesia Specialties Woodville,"Woodville, Ohio",44,0,3,0,Lime Manufacturing
43512GMC  STATE,Gm Defiance Casting Operations,"Defiance, Ohio",11,1,7,0,Iron Foundries
43515NRTHS6767C,North Star Bluescope Steel Llc,"Delta, Ohio",178,0,178,0,Iron and Steel Mills
43616FRSTN4701B,Bayshore Plant,"Oregon, Ohio",124,0,80,0,Fossil Fuel Electric Power Generation
43616NVRSF876OT,Envirosafe Services Of Ohio I Nc,"Oregon, Ohio",156,0,0,0,Hazardous Waste Treatment and Disposal
43616SHLCM4001C,Bp Products North America Inc Toledo Refinery,"Oregon, Ohio",27,5,2,0,Petroleum Refineries
43616SNRFN1819W,Sunoco Inc,"Oregon, Ohio",8,0,5,0,Petroleum Refineries
43701RMCDV1724L,Ak Steel Corp - Zanesvi Lle Works,"Zanesville, Ohio",2,0,0,1,Iron and Steel Mills
43811MRCNL47201,American Electric Power Conesville Plant,"Conesville, Ohio",819,0,318,7,Fossil Fuel Electric Power Generation
43812CSHCTSTATE,Ak Steel Corp Coshocton Works,"Coshocton, Ohio",20,0,0,0,Rolled Steel Shape Manufacturing
43913CRDNL306CO,American Electric Power Cardinal Plant,"Brilliant, Ohio",912,0,407,0,Fossil Fuel Electric Power Generation
43920VNRLL1250S,Heritage-Wti Inc,"East Liverpool, Ohio",216,4,6,0,Solid Waste Combustors and Incinerators
43947FRSTN57246,R E Burger Plant,"Shadyside, Ohio",159,0,81,0,Fossil Fuel Electric Power Generation
43961FRSTNSTATE,W H Sammis Plant,"Stratton, Ohio",848,0,424,0,Fossil Fuel Electric Power Generation
44004FRSTN2133L,Ashtabula Power Plant,"Ashtabula, Ohio",115,0,27,0,Fossil Fuel Electric Power Generation
44004LCPCH3509M,Ashta Chemicals Inc,"Ashtabula, Ohio",358,0,0,0,Alkalies and Chlorine Manufacturing
44011CHMTR35850,Chemtron Corp,"Avon, Ohio",143,0,0,0,All Other Miscellaneous Waste Management Services
44012FRSTN33570,Avon Lake Power Plant,"Avon Lake, Ohio",441,0,246,0,Fossil Fuel Electric Power Generation
44044RSSNC36790,Ross Incineration Services Inc,"Grafton, Ohio",44,0,44,0,Hazardous Waste Treatment and Disposal
44045LTVST15WIL,Carmeuse Lime Inc Grand River Operations,"Grand River, Ohio",3,0,3,0,Lime Manufacturing
44077CTYFP325RI,City Of Painesville Power Plant,"Painesville, Ohio",467,0,5,0,Fossil Fuel Electric Power Generation
44077LBRZL155FR,Lubrizol Corp Painesvil Le Plant,"Painesville, Ohio",2,0,1,0,All Other Basic Organic Chemical Manufacturing
44095FRSTN10ERI,Eastlake Plant,"Eastlake, Ohio",400,0,301,0,Fossil Fuel Electric Power Generation
44103FRSTN6800S,Lakeshore Plant,"Cleveland, Ohio",45,0,35,0,Fossil Fuel Electric Power Generation
44105SGCLV3060E,Arcelormittal Cleveland Inc,"Cleveland, Ohio",14,0,0,1,Iron and Steel Mills
44109CHMCL1010D,Chemical Solvents Inc Denison Facility,"Cleveland, Ohio",31,0,0,0,Hazardous Waste Treatment and Disposal
44125MRCNS4300E,Charter Steel Cleveland,"Cuyahoga Heights, Ohio",14,0,0,0,Iron and Steel Mills
44266GNRLL6800N,Ge Consume R & Industrial Ravenna Lamp Plant,"Ravenna, Ohio",257,10,0,0,Electric Lamp Bulb and Part Manufacturing
44270MRTNS151SI,Morton Salt Inc,"Rittman, Ohio",18,0,18,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
44314KZSLT2065M,Cargill Inc Salt Div,"Akron, Ohio",14,0,13,0,Spice and Extract Manufacturing
44446FRSTN1047B,Niles Power Plant,"Niles, Ohio",53,0,53,0,Fossil Fuel Electric Power Generation
44481WRRNW1040P,Rg Steel Llc,"Warren, Ohio",2,0,1,0,Iron and Steel Mills
44482CPPRW4000M,Warren Steel Holdings Llc,"Warren, Ohio",6,0,1,0,Iron and Steel Mills
44482LTVST2234M,Arcelormittal Warren Inc,"Warren, Ohio",15,2,12,0,All Other Petroleum and Coal Products Manufacturing
44510NRTHS2669W,V&M Star,"Youngstown, Ohio",8,0,0,0,Fabricated Pipe and Pipe Fitting Manufacturing
44622DVRLG303EB,Dover Light & Power,"Dover, Ohio",23,0,23,0,Fossil Fuel Electric Power Generation
44667CTYFR1100P,City Of Orrville Dept Of Pub Lic Utilities Electric Dept,"Orrville, Ohio",36,0,9,0,Fossil Fuel Electric Power Generation
44681BLDNBCOUNT,Belden Brick Co Plant 8,"Sugarcreek, Ohio",14,0,14,0,Brick and Structural Clay Tile Manufacturing
44704LTVST26338,Republic Engineered Products Inc Canton Facility,"Canton, Ohio",139,0,135,0,Iron and Steel Mills
44706THTMK1835D,Timken Co Harrison Steel Plant,"Canton, Ohio",176,0,113,0,Iron and Steel Mills
44707NVRTF2050C,Envirite Of Ohio Inc,"Canton, Ohio",9,0,0,0,Hazardous Waste Treatment and Disposal
44711SHLND2408G,Marathon Petroleum Co Lp Ohio Refining Div,"Canton, Ohio",3,0,2,0,Petroleum Refineries
44815HLMNC1967W,Carmeuse Lime Inc Maple Grove Operations,"Bettsville, Ohio",12,0,5,0,Lime Manufacturing
44820GNRLL1250S,Ge Lighting Inc -- Bucyrus Lamp Plant,"Bucyrus, Ohio",18,9,5,0,Electric Lamp Bulb and Part Manufacturing
44846CRTNT11519,Certainteed Corp,"Milan, Ohio",2,0,0,0,Asphalt Shingle and Coating Materials Manufacturing
44875SHLBY34MAN,Shelby Municipal Light Plant,"Shelby, Ohio",18,0,3,0,Fossil Fuel Electric Power Generation
44901MPRDT913BO,Ak Steel Corp    Mansfield Wo Rks,"Mansfield, Ohio",36,0,0,0,Iron and Steel Mills
45011CTYFH960NT,City Of Hamilton Muncipal Electric Plant,"Hamilton, Ohio",14,0,2,0,Fossil Fuel Electric Power Generation
45042BYWST700CO,Wausau Paper Towel & Tissue Llc,"Middletown, Ohio",9,0,4,0,Paper (except Newsprint) Mills
45043RMCNC1801C,Ak Steel Corp,"Middletown, Ohio",89,84,4,0,Iron and Steel Mills
45067MLLRB2525W,Millercoors Llc - Trenton Brewery,"Trenton, Ohio",3,0,3,0,Breweries
45144DYTNP14869,Dayton Power & Light Co Killen Station,"Manchester, Ohio",196,0,11,0,Fossil Fuel Electric Power Generation
45144DYTNP745US,Jm Stuart Station,"Manchester, Ohio",883,0,86,1,Fossil Fuel Electric Power Generation
45153CNCNN1781U,Zimmer Generating Station,"Moscow, Ohio",265,0,135,0,Fossil Fuel Electric Power Generation
45157CGBCK757OL,Beckjord Generating Station,"New Richmond, Ohio",282,0,209,3,Fossil Fuel Electric Power Generation
45202CGMMF10800,Miami Fort Generating Station,"North Bend, Ohio",202,0,127,0,Fossil Fuel Electric Power Generation
45212MSCNC2909H,Emd Chemicals Inc,"Cincinnati, Ohio",157,0,0,0,Other Chemical and Allied Products Merchant Wholesalers
45217PRCTR5201S,Procter & Gamble Co,"Cincinnati, Ohio",24,0,11,0,"Soap and Other Detergent Manufacturing, Reseach and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)"
45232HNKLC4900E,Emery Oleochemicals Llc Cincinnati Plant,"Cincinnati, Ohio",9,0,9,0,All Other Basic Organic Chemical Manufacturing
45232NVRNM4650S,Environmental Enterprises Inc,"Cincinnati, Ohio",246,0,0,0,Hazardous Waste Treatment and Disposal
45324CMNTCSWCOR,Cemex Inc Fairborn Cement Plant,"Xenia, Ohio",13,0,13,0,Cement Manufacturing
45342DYTNP9200C,O H Hutchings Station,"Miamisburg, Ohio",17,0,11,0,Fossil Fuel Electric Power Generation
45365CRGLL2400I,Cargill Inc,"Sidney, Ohio",8,0,8,0,Soybean Processing
45414CRGLL3201N,Cargill Inc,"Dayton, Ohio",11,0,2,0,Wet Corn Milling
45433SDDSFDEPAR,Us Dod Usaf Wright-Patterson Afb Oh,"Wpafb, Ohio",20,1,20,0,National Security
45601MDCRP401SP,Ph Glatfelter Co - Chillicothe Facility,"Chillicothe, Ohio",73,0,64,0,Paper (except Newsprint) Mills
45620MRCNL7397N,American Electric Power Gavin Plant,"Cheshire, Ohio",1981,0,829,7,Fossil Fuel Electric Power Generation
45631HVLLY5758O,Kyger Creek Station,"Cheshire, Ohio",580,0,420,0,Fossil Fuel Electric Power Generation
45636RSTCHRT52A,Sunoco Haverhill North Coke Co,"Franklin Furnace, Ohio",150,0,133,0,"All Other Petroleum and Coal Products Manufacturing, Cyclic Crude and Intermediate Manufacturing"
45714SHLLC2982W,Kraton Polymers Us Llc,"Belpre, Ohio",15,0,11,0,Synthetic Rubber Manufacturing
45715MRCNLCOUNT,American Electric Power Muskingum River Plant,"Beverly, Ohio",484,0,321,0,Fossil Fuel Electric Power Generation
45750GRSCHRTE7S,American Municipal Power  Richard H Gorsuch Station,"Marietta, Ohio",63,1,33,5,Fossil Fuel Electric Power Generation
45750LKMMTROUTE,Eramet Marietta Inc,"Marietta, Ohio",476,0,476,0,Electrometallurgical Ferroalloy Product Manufacturing
45802RCDNH1900F,Pcs Nitrogen Of Ohio Lp,"Lima, Ohio",8,0,8,0,Nitrogenous Fertilizer Manufacturing
45804SHLCM1150S,Lima Refining Co,"Lima, Ohio",157,0,5,0,Petroleum Refineries
45804SRMYL1155B,U S Army Joint Systems Manufacturing Center,"Lima, Ohio",18,0,0,0,National Security
45879LFRGCCOUNT,Lafarge Na (Including Systech Env Corp),"Paulding, Ohio",27,0,14,0,Cement Manufacturing
46135LNSTRPUTNA,Buzzi Unicem Usa - Greencastle Plant,"Greencastle, Indiana",230,0,229,0,Cement Manufacturing
46151NDNPL4040B,Ipl Eagle Valley,"Martinsville, Indiana",54,0,49,0,Fossil Fuel Electric Power Generation
46167QLTCH8000N,Steel Dynamics Inc - Engineered Bar Products Div,"Pittsboro, Indiana",272,3,131,0,Iron and Steel Mills
46217NDNPL3700S,Ipl Harding Street Station,"Indianapolis, Indiana",144,0,132,0,Fossil Fuel Electric Power Generation
46231HRTGN7901W,Heritage Environmental Services Llc,"Indianapolis, Indiana",1,0,1,0,Hazardous Waste Treatment and Disposal
46304BTHLHBURNS,Arcelormittal Burns Harbor Llc,"Burns Harbor, Indiana",14,0,0,0,Iron and Steel Mills
46304NRTHR246BA,Nipsco Bailly Generating Station,"Chesterton, Indiana",62,0,14,2,Fossil Fuel Electric Power Generation
46312LTVST3001D,Arcelormittal Indiana Harbor Llc,"East Chicago, Indiana",5,0,2,0,Iron and Steel Mills
46312NDNHR3210W,Indiana Harbor Coke Co Lp,"East Chicago, Indiana",101,0,101,0,Iron and Steel Mills
46312NLNDS3210W,Arcelormittal Usa Llc,"East Chicago, Indiana",80,0,39,0,Iron and Steel Mills
46312PLLTN4343K,Tradebe Treatment & Recycling Llc,"East Chicago, Indiana",696,0,0,0,Hazardous Waste Treatment and Disposal
46312SGYPS3501C,Us Gypsum Co,"East Chicago, Indiana",1,0,1,0,Gypsum Product Manufacturing
46320STFFR2000M,Rhodia Inc,"Hammond, Indiana",23,0,23,0,All Other Basic Inorganic Chemical Manufacturing
46320STTLN103ST,State Line Energy Llc,"Hammond, Indiana",150,0,143,7,Fossil Fuel Electric Power Generation
46360NRTHRWABAS,Nipsco Michigan City Generating Station,"Michigan City, Indiana",157,0,138,0,Fossil Fuel Electric Power Generation
46392GRGPC484EC,Georgia-Pacific Gypsum Llc,"Wheatfield, Indiana",3,0,0,0,Gypsum Product Manufacturing
46392NRTHR2723E,Nipsco Rmschahfer Generating Station,"Wheatfield, Indiana",726,0,522,0,Fossil Fuel Electric Power Generation
46394MCLC 2815I,Bp Products North America Whiting,"Whiting, Indiana",777,17,23,0,Petroleum Refineries
46402MRBLHCLARK,Carmeuse Lime Inc Buffington,"Gary, Indiana",16,0,10,0,Lime Manufacturing
46402SSGRYONENO,Uss Gary Works,"Gary, Indiana",103,0,8,0,Iron and Steel Mills
46515HRMSL1101L,American Electronic Components,"Elkhart, Indiana",1,1,0,0,Relay and Industrial Control Manufacturing
4671WLXNLL139SU,Alexin Llc,"Bluffton, Indiana",7,0,0,0,Secondary Smelting and Alloying of Aluminum
46721STLDY4500C,Steel Dynamics Inc,"Butler, Indiana",4,0,1,0,Iron and Steel Mills
46725STLDY2601C,Steel Dynamics Inc Structura L & Rail Div,"Columbia City, Indiana",1,0,0,0,Iron and Steel Mills
46733CNTRL1200N,Bunge Na (East) Llc,"Decatur, Indiana",1,0,1,0,Soybean Processing
46947CPLYCSTATE,Essroc Cement Corp,"Logansport, Indiana",51,0,36,0,Cement Manufacturing
47006RCCCH149LA,Ricca Chemical Co Llc,"Batesville, Indiana",6,0,0,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
47025TNNRSAEPDR,American Electric Power Tanners Creek Plant,"Lawrenceburg, Indiana",356,0,201,0,Fossil Fuel Electric Power Generation
47150PSNRG30JAC,Gallagher Generating Station,"New Albany, Indiana",224,0,24,69,Fossil Fuel Electric Power Generation
47172CPLYCHIGHW,Essroc Cement Corp,"Speed, Indiana",38,21,17,0,Cement Manufacturing
47250CLFTY1335C,Clifty Creek Station,"Madison, Indiana",410,0,330,0,Fossil Fuel Electric Power Generation
47374WHTWT2000U,Whitewater Valley Generating Station,"Richmond, Indiana",27,0,14,0,Fossil Fuel Electric Power Generation
47446LHGHP121NO,Lehigh Cement Co Llc,"Mitchell, Indiana",77,0,76,0,Cement Manufacturing
47528PSDWR15400,Edwardsport Generating Station,"Edwardsport, Indiana",12,0,10,0,Fossil Fuel Electric Power Generation
47558CRNNGCR900,Corning Mine,"Cannelburg, Indiana",55,0,0,0,Bituminous Coal and Lignite Surface Mining
47567FRNKR6825N,Frank E Ratts Generating Stat Ion,"Petersburg, Indiana",87,1,69,0,Fossil Fuel Electric Power Generation
47567NDNPLRRTE1,Ipl Petersburg,"Petersburg, Indiana",948,0,568,0,Fossil Fuel Electric Power Generation
47581SGYPSHIGHW,Us Gypsum Co,"Shoals, Indiana",10,0,10,0,Gypsum Product Manufacturing
47586WPCFN9856S,Thyssenkrupp Waupaca - Plant 5,"Tell City, Indiana",41,1,1,0,Iron Foundries
47601VGCLC3700N,Vigo Coal Operating Co Inc Cypress Creek Mine,"Boonville, Indiana",15,0,0,1,Bituminous Coal and Lignite Surface Mining
4760WVGCLP3866S,Vigo Coal Operating Co Inc Chili Pepper Mine,"Boonville, Indiana",56,0,0,0,Bituminous Coal and Lignite Surface Mining
47620GPLSTLEXAN,Sabic Innovative Plastics Mt Vernon Llc,"Mount Vernon, Indiana",33,0,16,0,Plastics Material and Resin Manufacturing
47620SGCBB8511W,Sigeco A B Brown Generating Station,"Mount Vernon, Indiana",166,0,94,1,Fossil Fuel Electric Power Generation
47630LMNMCHIGHW,Alcoa Inc - Warrick Operations,"Newburgh, Indiana",453,0,120,0,Primary Aluminum Production
47630SGCFB3711D,Sigeco F B Culley Generating Station,"Newburgh, Indiana",161,0,130,0,Fossil Fuel Electric Power Generation
47635RCKPR2791N,American Electic Power Rockport Plant,"Rockport, Indiana",932,0,235,0,Fossil Fuel Electric Power Generation
47670PSNRGHWY64,Gibson Generating Station,"Owensville, Indiana",534,0,153,0,Fossil Fuel Electric Power Generation
4783WCVLFL3589N,Covol Fuels No2 Llc - Chinook,"Brazil, Indiana",73,0,0,0,Bituminous Coal and Lignite Surface Mining
47842LLLLYSTATE,Clinton Laboratories,"Clinton, Indiana",9,0,5,0,Medicinal and Botanical Manufacturing
47882MRMGNHWY54,Merom Generating Station,"Sullivan, Indiana",505,3,102,0,Fossil Fuel Electric Power Generation
47885PSWBS450BO,Wabash River Generating Station,"West Terre Haute, Indiana",141,0,113,0,Fossil Fuel Electric Power Generation
47905STLYM3300U,Tate & Lyle Lafayette South,"Lafayette, Indiana",10,0,4,0,Wet Corn Milling
47928PSCYG3300N,Cayuga Generating Station,"Cayuga, Indiana",306,0,131,0,Fossil Fuel Electric Power Generation
47933NCRST400SO,Nucor Steel,"Crawfordsville, Indiana",30,1,24,0,Iron and Steel Mills
47966NLNDCCOUNT,Temple-Inland - Newport Mill,"Cayuga, Indiana",10,0,0,0,Paperboard Mills
48054DTRTD4505K,Detroit Edison Belle River Power Plant (Part),"China Township, Michigan",380,0,335,6,Fossil Fuel Electric Power Generation
48054DTRTD4901P,Detroit Edison St Clair Power Plant,"East China Township, Michigan",379,0,236,0,Fossil Fuel Electric Power Generation
48079KZSLT916SO,Cargill Salt Saint Clair,"Saint Clair, Michigan",25,0,25,0,Spice and Extract Manufacturing
48111WYNDS49350,Wayne Disposal Inc,"Belleville, Michigan",847,0,0,0,"Hazardous Waste Treatment and Disposal, Solid Waste Landfill"
48121RGSTL3001M,Severstal Dearborn Llc,"Dearborn, Michigan",73,0,70,0,Iron and Steel Mills
48157JRWHT4525E,Jr Whiting Generating Plant,"Erie, Michigan",141,0,84,2,Fossil Fuel Electric Power Generation
48161DTRTD3500E,Detroit Edison Monroe Power Plant,"Monroe, Michigan",1172,0,660,31,Fossil Fuel Electric Power Generation
48161NRTHS3000E,Gerdau Macsteel Monroe,"Monroe, Michigan",2,0,0,0,Iron and Steel Mills
48183DTRTD4695W,Detroit Edison Co Trenton Channel Power Plant,"Trenton, Michigan",257,0,172,0,Fossil Fuel Electric Power Generation
48192WYNDT2555V,Department Of Municipal Services-Power Plant,"Wyandotte, Michigan",14,0,9,0,Fossil Fuel Electric Power Generation
48211DYNCL6520G,Dynecol Inc,"Detroit, Michigan",3,0,0,0,Hazardous Waste Treatment and Disposal
48211SLCTY1923F,Eq Detroit Inc,"Detroit, Michigan",23,0,0,0,Hazardous Waste Treatment and Disposal
48217MRTHN1300S,Marathon Petroleum Co Lp Michigan Refining Div,"Detroit, Michigan",4,0,2,0,Petroleum Refineries
48218DTRTD1BELA,Detroit Edison -River Rouge Power Plant,"River Rouge, Michigan",200,0,143,0,Fossil Fuel Electric Power Generation
48218DTRTL25MAR,Carmeuse Lime Inc  River Rouge Facility,"River Rouge, Michigan",3,0,3,0,Lime Manufacturing
48218NTDST2DIVI,Us Gypsum Co Detroit Plant,"River Rouge, Michigan",1,0,1,0,Gypsum Product Manufacturing
48218SCKBT14ZUG,Ees Coke Battery Llc,"River Rouge, Michigan",22,0,0,0,All Other Petroleum and Coal Products Manufacturing
48229GRTLKNO1QU,Us Steel Corp Great Lakes Works,"Ecorse, Michigan",30,0,2,2,Iron and Steel Mills
48441DTRTD755NH,Detroit Edison Co - Harbor Beach Power Plant,"Harbor Beach, Michigan",13,0,9,0,Fossil Fuel Electric Power Generation
48732DKRNJNWEAD,De Karn Jc Weadock Generating Plant,"Essexville, Michigan",224,0,149,0,Fossil Fuel Electric Power Generation
48901LNSNG601IS,Lansing Board Of Water & Light -Eckert,"Lansing, Michigan",148,0,123,0,Fossil Fuel Electric Power Generation
48917LNSNG3725S,Lansing Board Of Water & Light -Erickson,"Lansing, Michigan",49,0,44,0,Fossil Fuel Electric Power Generation
49001THPJH7171P,Pharmacia & Upjohn Co Llc A Subsidiary Of Pfizer Inc,"Kalamazoo, Michigan",10,0,10,0,Pharmaceutical Preparation Manufacturing
49007JMSRV243EA,Graphic Packaging International Inc,"Kalamazoo, Michigan",2,0,0,0,Paperboard Mills
49080DRGLB331BR,Drug & Laboratory Disposal Inc,"Plainwell, Michigan",94,0,0,0,Hazardous Waste Treatment and Disposal
49112MRCRY2528U,Mercury Displacement Industries Inc,"Edwardsburg, Michigan",92,92,0,0,Relay and Industrial Control Manufacturing
49204QNXCRPOBOX,Gerdau Macsteel Jackson,"Jackson, Michigan",10,0,10,0,Iron and Steel Mills
49221NDRSN1415E,Anderson Development Co,"Adrian, Michigan",2,0,0,0,Plastics Material and Resin Manufacturing
49252MCHGN720HE,Michigan South Central Power Agency,"Litchfield, Michigan",12,0,12,0,Fossil Fuel Electric Power Generation
49417GRNDH1231N,Grand Haven Board Of Light &Power Jb Sims Generating Stati,"Grand Haven, Michigan",37,0,2,0,Fossil Fuel Electric Power Generation
49423HLLND64PIN,Holland Bpw James De Young Generation Station,"Holland, Michigan",12,0,4,0,Fossil Fuel Electric Power Generation
49445BCCBB151NC,Bc Cobb Generating Plant,"Muskegon, Michigan",75,0,61,0,Fossil Fuel Electric Power Generation
49460JHCMP17000,J H Campbell Generating Plant,"West Olive, Michigan",376,0,165,0,Fossil Fuel Electric Power Generation
49634PCKGN2245U,Packaging Corp Of America,"Filer City, Michigan",22,0,7,0,Paper (except Newsprint) Mills
49634TSFLR700ME,Tes Filer City Station,"Filer City, Michigan",48,0,2,0,Fossil Fuel Electric Power Generation
49707LFRGCFORDA,Lafarge Midwest Inc,"Alpena, Michigan",323,0,280,0,Cement Manufacturing
49720MDSCMBELLS,St Marys Cement Inc (Us),"Charlevoix, Michigan",58,0,58,0,Cement Manufacturing
49829MDPBLCOUNT,Escanaba Paper Co,"Escanaba, Michigan",29,0,15,0,Paper (except Newsprint) Mills
49840WSTRN181WC,Western Lime Port Inland Facility,"Gulliver, Michigan",3,0,3,0,Lime Manufacturing
49855MRQTTEHAMP,Marquette Board Of Light & Power,"Marquette, Michigan",25,0,18,0,Fossil Fuel Electric Power Generation
49855PRSQS2701L,Presque Isle Power Plant,"Marquette, Michigan",67,0,25,0,Fossil Fuel Electric Power Generation
